Unnamed: 0,words,sentence,labels_y
"[1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921, 1921]","['This', 'last', ',', 'however', ',', 'was', 'an', 'emergency', 'measure', 'as', 'the', 'notorious', 'blizzard', 'of', '1880', 'above', 'referred', 'to', ',', 'broke', 'upon', 'us', 'before', 'the', 'structure', 'was', 'quite', 'finished', '.']","This last , however , was an emergency measure as the notorious blizzard of 1880 above referred to , broke upon us before the structure was quite finished .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922, 1922]","['This', 'led', 'them', 'to', 'a', 'rugged', ',', 'steep', 'coast', 'line', ',', 'occupying', 'the', 'position', 'of', 'what', 'Ross', 'had', 'defined', 'in', '1841', 'as', '``', 'ice', 'cliffs', '.', ""''"", 'The', 'land', 'was', 'too', 'high', 'and', 'steep', 'to', 'permit', 'them', 'to', 'land', ',', 'and', 'the', 'ship', ',', 'becoming', 'involved', 'in', 'the', 'ice', 'within', 'sight', 'of', 'it', ',', 'winter', 'quarters', 'were', 'established', 'on', 'the', 'ice', '.']","This led them to a rugged , steep coast line , occupying the position of what Ross had defined in 1841 as `` ice cliffs . '' The land was too high and steep to permit them to land , and the ship , becoming involved in the ice within sight of it , winter quarters were established on the ice .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923]","['This', 'little', 'lesson', 'in', 'physics', 'began', 'to', 'interest', 'me', ',', 'and', 'on', 'the', 'return', 'many', 'similar', 'experiments', 'were', 'made', '.']","This little lesson in physics began to interest me , and on the return many similar experiments were made .","['O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924, 1924]","['This', 'lovely', 'lake', ',', 'having', 'no', 'native', 'name', ',', 'will', 'be', 'known', 'henceforward', 'geographically', 'as', 'Lake', 'Irene', '.']","This lovely lake , having no native name , will be known henceforward geographically as Lake Irene .","['O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925]","['This', 'manner', 'of', 'holdr', 'mg', 'the', 'goura', 'flruck', 'me', 'much', ',', 'efpecially', 'as', 'it', 'AFRICA', '.', '107', 'it', 'greatly', 'added', 'to', 'the', 'graces', 'of', 'the', 'female', 'who', 'performed', 'on', 'it', '.']","This manner of holdr mg the goura flruck me much , efpecially as it AFRICA . 107 it greatly added to the graces of the female who performed on it .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926]","['This', 'monastery', 'is', 'now', 'turned', 'into', 'houses', ',', 'and', 'the', 'refectory', 'with', 'the', 'Andrea', 'del', 'Sarto', 'is', 'become', 'a', 'national', 'monument', '.']","This monastery is now turned into houses , and the refectory with the Andrea del Sarto is become a national monument .","['O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927, 1927]","['This', 'monument', 'marks', 'the', 'limit', 'to', 'which', 'most', 'visitors', 'extend', 'their', 'explorations', '.']",This monument marks the limit to which most visitors extend their explorations .,"['O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O']"
"[1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928]","['This', 'motor', 'bus', 'leaves', 'Grand', 'Junction', 'at', '7:15', 'a.', 'm.', ',', 'via', 'the', 'scenic', 'Chief', 'Ouray', 'Highway', ',', 'stopping', 'en', 'route', 'at', 'other', 'places', 'mentioned', ',', 'crossing', 'beautiful', 'Red', 'Mountain', 'Pass', '(', 'altitude', ',', '11,025', 'feet', ')', ',', 'arriving', 'at', 'Spruce', 'Tree', 'Lodge', 'at', '7', 'p.', 'm.']","This motor bus leaves Grand Junction at 7:15 a. m. , via the scenic Chief Ouray Highway , stopping en route at other places mentioned , crossing beautiful Red Mountain Pass ( altitude , 11,025 feet ) , arriving at Spruce Tree Lodge at 7 p. m.","['O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O']"
"[1929, 1929, 1929, 1929, 1929, 1929, 1929, 1929, 1929, 1929]","['This', 'palace', ',', 'as', 'well', 'as', 'the', 'Church', 'of', 'S.']","This palace , as well as the Church of S.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930]","['This', 'point', 'I', 'have', 'named', 'Cape', 'Howe', '*', '(', '*', 'Cape', 'Howe', ',', 'called', 'after', 'Admiral', 'Earl', 'Howe', ',', 'is', 'the', 'south-east', 'point', 'of', 'Australia', '.']","This point I have named Cape Howe * ( * Cape Howe , called after Admiral Earl Howe , is the south-east point of Australia .","['O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931, 1931]","['This', 'point', 'rises', 'to', 'a', 'round', 'hillock', 'very', 'much', 'like', 'the', 'Ramhead', 'going', 'into', 'Plymouth', 'sound', ',', 'on', 'which', 'account', 'I', 'called', 'it', 'by', 'the', 'same', 'name', ';', 'Latitude', '37', 'degrees', '39', 'minutes', ',', 'Longitude', '210', 'degrees', '22', 'minutes', 'West', '.']","This point rises to a round hillock very much like the Ramhead going into Plymouth sound , on which account I called it by the same name ; Latitude 37 degrees 39 minutes , Longitude 210 degrees 22 minutes West .","['O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932, 1932]","['This', 'road', 'passes', 'through', 'Salida', 'and', 'on', 'through', 'Gunnison', 'and', 'Montrose', ',', 'and', 'then', 'south', 'through', 'Ouray', ',', 'Silverton', ',', 'and', 'Durango', '.']","This road passes through Salida and on through Gunnison and Montrose , and then south through Ouray , Silverton , and Durango .","['O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O']"
"[1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933, 1933]","['This', 'route', 'crosses', 'Tennessee', 'Pass', '(', 'altitude', ',', '10,240', 'feet', ')', 'and', 'follows', 'the', 'Eagle', 'River', 'to', 'its', 'junction', 'with', 'the', 'Colorado', 'River', 'at', 'Dotsero', ',', 'thence', 'to', 'Grand', 'Junction', '.']","This route crosses Tennessee Pass ( altitude , 10,240 feet ) and follows the Eagle River to its junction with the Colorado River at Dotsero , thence to Grand Junction .","['O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934]","['This', 'route', 'follows', 'the', 'Colorado', 'River', 'from', 'Fraser', ',', 'high', 'on', 'the', 'west', 'slope', 'of', 'the', 'continent', ',', 'through', 'Byers', 'Canyon', ',', 'Red', 'Gorge', ',', 'Gore', 'Canyon', ',', 'and', 'Red', 'Canyon', ',', 'thence', 'over', 'the', 'Dotsero', 'Cut-off', 'to', 'Dotsero', ',', 'where', 'it', 'joins', 'the', 'Royal', 'Gorge', 'Route', '.']","This route follows the Colorado River from Fraser , high on the west slope of the continent , through Byers Canyon , Red Gorge , Gore Canyon , and Red Canyon , thence over the Dotsero Cut-off to Dotsero , where it joins the Royal Gorge Route .","['O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O']"
"[1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935]","['This', 'route', 'passes', 'through', 'some', 'of', 'Colorado', '’', 's', 'most', 'magnificent', 'mountain', 'scenery', '.']",This route passes through some of Colorado ’ s most magnificent mountain scenery .,"['O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O']"
"[1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936, 1936]","['This', 'seems', 'to', 'have', 'been', 'the', 'signal', 'for', 'the', 'Genoese', ',', 'eleven', 'years', 'later', ',', 'to', 'ravage', 'and', 'destroy', 'the', 'Pisan', 'settlements', ';', 'but', 'later', 'the', 'Pisans', ',', 'confirmed', 'in', 'their', 'possession', 'by', 'the', 'Emperor', 'of', 'Germany', ',', 'rebuilt', 'and', 'embellished', 'the', 'port', '.']","This seems to have been the signal for the Genoese , eleven years later , to ravage and destroy the Pisan settlements ; but later the Pisans , confirmed in their possession by the Emperor of Germany , rebuilt and embellished the port .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937, 1937]","['This', 'service', 'is', 'directed', 'by', 'the', 'park', 'naturalist', ',', 'who', 'is', 'assisted', 'by', 'a', 'group', 'of', 'ranger', 'naturalists', '.']","This service is directed by the park naturalist , who is assisted by a group of ranger naturalists .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938, 1938]","['This', 'species', 'adds', 'another', 'to', 'the', 'somewhat', 'puzzling', 'group', 'of', 'forms', 'which', 'appear', 'to', 'establish', 'a', 'transition', 'between', 'the', 'Bodoiriidci', ""'"", 'and', 'Vauntoinpsoniid', '(', 'e', '.']",This species adds another to the somewhat puzzling group of forms which appear to establish a transition between the Bodoiriidci ' and Vauntoinpsoniid ( e .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O']"
"[1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939]","['This', 'terrible', 'tragedy', ',', 'which', 'terminated', 'the', 'independent', 'existence', 'of', 'the', 'Alban', 'power', ',', 'took', 'place', 'in', 'the', 'fields', 'around', 'here', ';', 'and', 'on', 'the', 'right-hand', 'side', 'of', 'the', 'road', 'are', 'three', 'huge', 'circular', 'mounds', ',', 'overgrown', 'with', 'long', 'rich', 'grass', ',', 'planted', 'with', 'tall', 'cypress', 'and', 'ilex', 'trees', ',', 'and', 'surrounded', 'at', 'the', 'foot', 'with', 'a', 'wall', 'of', 'huge', 'peperino', 'blocks', ',', 'which', 'antiquarians', 'have', 'determined', 'to', 'be', 'the', 'tombs', 'of', 'the', 'five', 'slaughtered', 'combatants', '-', 'the', 'farther', 'mound', 'being', 'that', 'of', 'the', 'two', 'Horatii', ',', 'the', 'second', 'that', 'of', 'one', 'of', 'the', 'Curiatii', ',', 'and', 'the', 'third', 'that', 'of', 'the', 'other', 'two', 'Curiatii', '.']","This terrible tragedy , which terminated the independent existence of the Alban power , took place in the fields around here ; and on the right-hand side of the road are three huge circular mounds , overgrown with long rich grass , planted with tall cypress and ilex trees , and surrounded at the foot with a wall of huge peperino blocks , which antiquarians have determined to be the tombs of the five slaughtered combatants - the farther mound being that of the two Horatii , the second that of one of the Curiatii , and the third that of the other two Curiatii .","['O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O']"
"[1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940]","['This', 'they', 'called', 'Mallicollo', ';', '*', 'the', 'island', 'that', 'first', 'appeared', 'over', 'the', 'south', 'end', 'of', 'Ambrym', 'is', 'called', 'Apee', ';', 'and', 'the', 'other', 'with', 'the', 'hill', 'upon', 'it', 'Paoom', '.']",This they called Mallicollo ; * the island that first appeared over the south end of Ambrym is called Apee ; and the other with the hill upon it Paoom .,"['O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O']"
"[1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941, 1941]","['This', 'together', 'with', 'the', 'unaccustomed', 'food', ',', 'which', 'at', 'first', 'completely', 'upset', 'them', ',', 'made', 'some', 'of', 'the', 'newcomers', 'very', 'discouraged', 'with', 'the', 'new', 'country', '.']","This together with the unaccustomed food , which at first completely upset them , made some of the newcomers very discouraged with the new country .","['O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O']"
"[1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942, 1942]","['This', 'trail', 'angled', 'all', 'the', 'way', 'to', 'their', 'homes', 'in', 'Turkey', 'Creek', ',', 'over', 'twenty', 'miles', 'to', 'the', 'northeast', '.']","This trail angled all the way to their homes in Turkey Creek , over twenty miles to the northeast .","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943, 1943]","['This', 'tree', 'undoubtedly', 'sprouted', 'after', 'the', 'desertion', 'of', 'the', 'building', 'and', 'grew', 'after', 'a', 'mound', 'had', 'developed', 'from', 'fallen', 'walls', '.']",This tree undoubtedly sprouted after the desertion of the building and grew after a mound had developed from fallen walls .,"['B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944, 1944]","['This', 'type', 'of', 'house', 'put', 'one', 'in', 'the', 'class', 'of', 'the', 'most', 'well-to-do', ';', 'and', 'such', 'a', 'habitation', 'was', 'the', 'hope', 'and', 'dream', 'of', 'years', 'for', 'many', 'a', 'pilgrim', 'mother', 'of', 'those', 'days', '.']",This type of house put one in the class of the most well-to-do ; and such a habitation was the hope and dream of years for many a pilgrim mother of those days .,"['O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945]","['This', 'wall', 'is', 'now', 'grown', 'over', 'with', 'turf', ',', 'but', 'it', 'can', 'be', 'distinctly', 'traced', 'all', 'round', ';', 'and', 'the', 'hollow', 'space', 'between', 'it', 'and', 'the', 'tomb', 'is', 'covered', 'with', 'thick', 'grass', ',', 'and', 'is', 'sometimes', 'filled', 'with', 'water', 'like', 'a', 'fosse', '.']","This wall is now grown over with turf , but it can be distinctly traced all round ; and the hollow space between it and the tomb is covered with thick grass , and is sometimes filled with water like a fosse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'B-aspect', 'O']"
"[1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946, 1946]","['This', 'was', 'about', 'four', ""o'clock"", 'p.m.', ',', 'and', 'then', 'we', 'tacked', 'and', 'stretched', 'in', 'for', 'the', 'island', 'till', 'near', 'sun-set', ',', 'when', 'the', 'wind', 'veering', 'more', 'to', 'the', 'east', ',', 'made', 'it', 'necessary', 'to', 'resume', 'our', 'course', 'to', 'the', 'south', '.']","This was about four o'clock p.m. , and then we tacked and stretched in for the island till near sun-set , when the wind veering more to the east , made it necessary to resume our course to the south .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947, 1947]","['This', 'was', 'noted', 'both', 'on', 'my', 'coming', 'and', 'going', 'over', 'this', 'district', '.']",This was noted both on my coming and going over this district .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O']"
"[1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948, 1948]","['This', 'was', 'succeeded', 'by', 'a', 'steady', 'fresh', 'gale', 'at', 'S.E.', ',', 'with', 'which', 'we', 'steered', 'N.W.', ',', 'being', 'at', 'this', 'time', 'in', 'the', 'latitude', 'of', '20°', '20', ""'"", 'S.', 'longitude', '176°', '8', ""'"", 'E.']","This was succeeded by a steady fresh gale at S.E. , with which we steered N.W. , being at this time in the latitude of 20° 20 ' S. longitude 176° 8 ' E.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
