,sentence,text,_sentence_text,aspect_cat
610,GB-58_sample_English_19.txt_24882-24947,pike,The `` squaw fish '' of this lake are said to resemble the pike .,FAUNA
611,GB-58_sample_English_19.txt_24996-25197,trout,"From about the middle of August until the snow flies , the trout fishing is `` the best in the world . '' There is also a fish resembling the herring , found in one part of the lake in immense shoals .",FAUNA
612,GB-58_sample_English_19.txt_24996-25197,herring,"From about the middle of August until the snow flies , the trout fishing is `` the best in the world . '' There is also a fish resembling the herring , found in one part of the lake in immense shoals .",FAUNA
613,BHL_871_sample_IAA_19.0.txt_246-314,Pflanzen,Me- dizinische Eigenschaften einzelner Pflanzen und ihre Anwendung .,FLORA
614,BHL_871_sample_IAA_19.0.txt_691-728,Musa paradisiaca,Musa paradisiaca in wildem Zustande .,FLORA
615,BHL_871_sample_IAA_19.0.txt_691-728,Musa paradisiaca,Musa paradisiaca in wildem Zustande .,FLORA
616,GB-29_sample_English_19.txt_37-126,horses,"Tyrwhitt Brooks
Language: English
Our personal baggage was packed on the horses we rode .",FAUNA
617,GB-29_sample_English_19.txt_127-250,baggage-horses,"Bradley and Don Luis rode in advance , José followed with the baggage-horses , and McPhail and myself brought up the rear .",FAUNA
618,GB-29_sample_English_19.txt_515-815,horses,"Urging our horses into a smart trot , we soon arrived alongside of them ; and , on inquiring what it was that had caused them to remain so long at Sutter 's , and also how it was that they had neither the baggage-horses nor , apparently , any provisions with them , Lacosse gave us this explanation .",FAUNA
619,GB-29_sample_English_19.txt_515-815,baggage-horses,"Urging our horses into a smart trot , we soon arrived alongside of them ; and , on inquiring what it was that had caused them to remain so long at Sutter 's , and also how it was that they had neither the baggage-horses nor , apparently , any provisions with them , Lacosse gave us this explanation .",FAUNA
620,GB-29_sample_English_19.txt_1240-1327,horses,"They purchased a stock of flour , and , packing their horses , moved off the same day .",FAUNA
621,GB-29_sample_English_19.txt_2035-2394,horses,"Just after sundown , however , they saw by the fires up the hills quite a little colony of gold-washers , which they moved towards ; and , after purchasing some provisions at a store recently opened there , for which they paid a most exorbitant price , they securely tethered their horses to stakes they had driven in the ground , and encamped for the night .",FAUNA
622,GB-29_sample_English_19.txt_2395-2554,baggage-horses,"They did not think it necessary to keep watch , but when they awoke in the morning they found the baggage-horses had been driven off , and their packs stolen .",FAUNA
623,GB-29_sample_English_19.txt_2555-2634,horses,The horses they had been riding on were just as they had left them over night .,FAUNA
624,GB-29_sample_English_19.txt_2816-2983,horses,"No one , of course , knew anything about their horses and packs , and one big bony American even threatened to put a rifle-ball into them unless they left his shanty .",FAUNA
625,GB-29_sample_English_19.txt_5053-5164,horses,"We prepared our coffee , and partook of our slight breakfast , then , saddling the horses , resumed our march .",FAUNA
626,GB-29_sample_English_19.txt_6256-6527,horse,"During the day , recurring to his misfortune , he told me that when the lasso first fell over his shoulders , he fancied for the moment that he was in the gripe of some wild beast , but immediately he felt himself drawn from his horse , the truth became apparent to him .",FAUNA
627,GB-29_sample_English_19.txt_6528-6703,horse,"He was stunned by the fall , and lay insensible on the ground , quite unconscious that the horse of one of the robbers had trampled upon him , as had evidently been the case .",FAUNA
628,GB-29_sample_English_19.txt_7041-7873,wolf,The gold district Sickness and selfishness The dead become the prey of the wolf Malcomb 's gradual recovery The kindness of his nurse A malaria Life and property alike insecure The wealthy gold-finder laid in wait for Bodies in the river Gold for a pillow Robberies Rags Brandy at a dollar a-dram The big bony American again Sutter 's Fort Intelligence of Lacosse Intelligence of the robbers Sweeting 's Hotel again A meeting `` El Capitan '' Desertions from the ships Andreas ' offer to a captain The first Alcalde gone to the mines The second Alcalde follows his superior Start for Monterey in pursuit of Andreas Board the vessels in port A deserter arrested Leave Monterey Cross the coast range Meet with civilized Indians Intelligence of the robbers Indian horse-stealers Continue the pursuit Abandon it and return to Monterey .,FAUNA
629,GB-29_sample_English_19.txt_11571-11717,horses,"That same night I reached the camp of gold-washers , where Lacosse and the trapper had had their horses and packs of provisions stolen from them .",FAUNA
630,GB-29_sample_English_19.txt_17853-17976,horses,"We obtained fresh horses from Sweeting , and set off in gallant style , determined to shorten the distance by hard riding .",FAUNA
631,GB-29_sample_English_19.txt_20228-20424,horses,"By pressing our horses hard we succeeded in crossing the hills of the coast range that night , and encamped some slight way down the descent , in as sheltered a spot as we could manage to select .",FAUNA
632,GB-29_sample_English_19.txt_21336-21597,horses,"To gratify their appetites , however , instead of giving chase to the number of wild horses -- here called mustangs -- that are scattered over the extensive prairies in the neighbourhood of the lakes , they adopt a much lazier method of supplying their larder .",FAUNA
633,GB-29_sample_English_19.txt_21336-21597,mustangs,"To gratify their appetites , however , instead of giving chase to the number of wild horses -- here called mustangs -- that are scattered over the extensive prairies in the neighbourhood of the lakes , they adopt a much lazier method of supplying their larder .",FAUNA
634,GB-29_sample_English_19.txt_21598-21869,horses,"This is , to make predatory excursions across the mountains , and to drive off a large herd of tame horses , belonging to some poor ranchero , at a time ; these they slaughter , and subsist on as long as the flesh lasts , when they set out again on a similar expedition .",FAUNA
635,GB-29_sample_English_19.txt_22065-22312,horses,"We put spurs into our horses , and soon cleared the marshy ground intervening between us and the Fork , which we forded , and rode for several miles through a country thickly covered over with oak trees and intersected by numerous small rivulets .",FAUNA
636,GB-29_sample_English_19.txt_22065-22312,oak trees,"We put spurs into our horses , and soon cleared the marshy ground intervening between us and the Fork , which we forded , and rode for several miles through a country thickly covered over with oak trees and intersected by numerous small rivulets .",FLORA
637,GB-29_sample_English_19.txt_22313-22433,elk,"Large herds of elk were frequently started , and during the whole day their shrill whistle was continually being heard .",FAUNA
638,GB-29_sample_English_19.txt_22651-22930,horse,"I felt disposed , as far as I was myself concerned , to give over the pursuit , as my horse was already worn out by the journey ; but my companions would not listen to it , and determined , at any rate , to see what would result from following it up briskly during the next day .",FAUNA
639,GB-29_sample_English_19.txt_22931-23239,horses,"We had all noticed that there were no new signs of horses that had been shod passing along the trail , but Bradley was of opinion that the party would be mounted on unshod beasts , as very few of the native Californians had their horses shod , unless they were going a journey across a rough broken country .",FAUNA
640,GB-29_sample_English_19.txt_22931-23239,horses,"We had all noticed that there were no new signs of horses that had been shod passing along the trail , but Bradley was of opinion that the party would be mounted on unshod beasts , as very few of the native Californians had their horses shod , unless they were going a journey across a rough broken country .",FAUNA
641,GB-29_sample_English_19.txt_24217-24317,horses,"We therefore turned our horses ' heads , and retraced our steps towards the coast in no merry mood .",FAUNA
642,GB-29_sample_English_19.txt_24618-24721,thickets,"There were the same prairies to cross , the same thickets to penetrate , and the same streams to ford .",FLORA
643,GB-29_sample_English_19.txt_24722-24907,elk,"Herds of elk and mustangs were continually seen upon the heights , and every now and then we met with some small parties of Indians , many of the chiefs dressed in the Spanish fashion .",FAUNA
644,GB-29_sample_English_19.txt_24722-24907,mustangs,"Herds of elk and mustangs were continually seen upon the heights , and every now and then we met with some small parties of Indians , many of the chiefs dressed in the Spanish fashion .",FAUNA
645,GB-22_sample_IAA_19_English.txt_1778-1957,animalcula,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",FAUNA
646,GB-22_sample_IAA_19_English.txt_2336-2610,animal,The animal an instant before bursting expanded to half again its natural size ; and the explosion took place about fifteen seconds after the rapid progressive motion had ceased : in a few cases it was preceded for a short interval by a rotatory movement on the longer axis .,FAUNA
647,GB-22_sample_IAA_19_English.txt_1778-1957,animalcula,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",FLORA
648,GB-22_sample_IAA_19_English.txt_2336-2610,animal,The animal an instant before bursting expanded to half again its natural size ; and the explosion took place about fifteen seconds after the rapid progressive motion had ceased : in a few cases it was preceded for a short interval by a rotatory movement on the longer axis .,FAUNA
649,GB-22_sample_IAA_19_English.txt_2336-2610,animal,The animal an instant before bursting expanded to half again its natural size ; and the explosion took place about fifteen seconds after the rapid progressive motion had ceased : in a few cases it was preceded for a short interval by a rotatory movement on the longer axis .,FAUNA
650,GB-108_sample_English_20.txt_4193-4353,ponies,"The course is a small circular one , where the top of the Lebong spur has been levelled , and only genuine Tibetan and Bhotia ponies are allowed to race there .",FAUNA
651,GB-108_sample_English_20.txt_4886-5243,ponies,"The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .",FAUNA
652,GB-108_sample_English_20.txt_4886-5243,ponies,"The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .",FAUNA
653,GB-108_sample_English_20.txt_4886-5243,ponies,"The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .",FAUNA
654,GB-108_sample_English_20.txt_5681-5828,100 mules,The chief transport of the Expedition consisted of 100 mules belonging to the Supply and Transport Corps and lent to us by the Commander-in-Chief .,FAUNA
655,GB-108_sample_English_20.txt_5829-5974,These,These arrived at Darjeeling a few days before we were due to start and were camped in the open on the old parade ground at the top of Katapahar .,FAUNA
656,GB-108_sample_English_20.txt_5975-6186,mule,"Sub-Conductor Taylor , who had already had experience of mule transport in Tibet in 1904-5 , and was to have come in charge of them , was unfortunately laid up at the last moment with a bad attack of influenza .",FAUNA
657,GB-108_sample_English_20.txt_6187-6354,mules,"The next man chosen was passed medically unfit , and the third man in temporary charge of the mules was , when he arrived at Darjeeling , already suffering from ague .",FAUNA
658,GB-108_sample_English_20.txt_6355-6446,mules,"It was not till May 15 that Sergeant Fowkes arrived , who was to take charge of the mules .",FAUNA
659,GB-108_sample_English_20.txt_6447-6725,the mules,"He was a very capable and energetic N.C.O. , and their subsequent failure was in no way due to him , but solely to the fact that the mules were in no kind of condition to do hard work in the hills , being sleek and fat from the plains where they had had very little work to do .",FAUNA
660,GB-108_sample_English_20.txt_6864-7281,mules,"Though there were a hundred mules , this did not mean that there were a hundred mules to carry our loads -- so much extra warm clothing and blankets had been given to the drabies that together with all their line gear it needed twenty-seven mules to carry their kit , which left only seventy-three mules for the Expedition loads , each mule carrying 160 lb. , and this was not nearly sufficient for our requirements .",FAUNA
661,GB-108_sample_English_20.txt_6864-7281,mules,"Though there were a hundred mules , this did not mean that there were a hundred mules to carry our loads -- so much extra warm clothing and blankets had been given to the drabies that together with all their line gear it needed twenty-seven mules to carry their kit , which left only seventy-three mules for the Expedition loads , each mule carrying 160 lb. , and this was not nearly sufficient for our requirements .",FAUNA
662,GB-108_sample_English_20.txt_7282-7585,mules,"A certain amount of our stores had therefore to be left behind at Government House , Darjeeling , for a second journey , and we only took with us sufficient food and supplies for three and a half months , relying on the mules going back and returning with the remainder of the stores in July or August .",FAUNA
663,GB-108_sample_English_20.txt_7586-7911,mules,"Owing to the camping grounds being small , and bungalow accommodation limited on the journey across Sikkim , we divided ourselves into two parties with fifty mules and twenty coolies in each party ; Wollaston , Wheeler , Mallory and myself being with the first party and Raeburn , Kellas , Bullock and Heron with the second .",FAUNA
664,GB-108_sample_English_20.txt_7997-8229,mules,"I remained behind to see the second party off , and then by doing a double march I caught the first party up that evening at Kalimpong , not , however , without noticing on the way that several of our mules were already knocked up .",FAUNA
665,GB-108_sample_English_20.txt_8230-8535,mules,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",FAUNA
666,GB-108_sample_English_20.txt_8230-8535,branch,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",FLORA
667,GB-108_sample_English_20.txt_8230-8535,tree,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",FLORA
668,GB-108_sample_English_20.txt_9017-9159,evergreen oaks,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",FLORA
669,GB-108_sample_English_20.txt_9017-9159,ferns,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",FLORA
670,GB-108_sample_English_20.txt_9017-9159,orchids,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",FLORA
671,GB-108_sample_English_20.txt_9017-9159,mosses,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",FLORA
672,GB-108_sample_English_20.txt_9352-9421,tea,"The path now rapidly descended 4,000 feet , through tea plantations .",FLORA
673,GB-108_sample_English_20.txt_9422-9554,tea bushes,"The whole hillside was covered with tea bushes , neatly planted in lines , and showing a very vivid green at this time of the year .",FLORA
674,GB-108_sample_English_20.txt_9555-9678,tree ferns,"Here and there grew tall tree ferns , 20 feet to 30 feet in height , their stems covered with ferns and Coelogene orchids .",FLORA
675,GB-108_sample_English_20.txt_9555-9678,ferns,"Here and there grew tall tree ferns , 20 feet to 30 feet in height , their stems covered with ferns and Coelogene orchids .",FLORA
676,GB-108_sample_English_20.txt_9555-9678,Coelogene orchids,"Here and there grew tall tree ferns , 20 feet to 30 feet in height , their stems covered with ferns and Coelogene orchids .",FLORA
677,GB-108_sample_English_20.txt_9679-10043,vegetation,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",FLORA
678,GB-108_sample_English_20.txt_9679-10043,butterflies,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",FAUNA
679,GB-108_sample_English_20.txt_10832-11155,mules,"Several mules had been left exhausted at Peshoke and had been unable to proceed the following day and several more only just reached Kalimpong , the second day 's march , only 12 miles from Peshoke , but the climb of 3,300 feet up from the bridge over the Teesta in the steamy and enervating heat proved too much for them .",FAUNA
680,GB-108_sample_English_20.txt_10832-11155,them,"Several mules had been left exhausted at Peshoke and had been unable to proceed the following day and several more only just reached Kalimpong , the second day 's march , only 12 miles from Peshoke , but the climb of 3,300 feet up from the bridge over the Teesta in the steamy and enervating heat proved too much for them .",FAUNA
681,GB-108_sample_English_20.txt_11156-11336,sal trees,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",FLORA
682,GB-108_sample_English_20.txt_11156-11336,terminalia,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",FLORA
683,GB-108_sample_English_20.txt_11156-11336,branches,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",FLORA
684,GB-108_sample_English_20.txt_11337-11407,pothos,The handsome pothos -- the finest of the creepers -- grew everywhere .,FLORA
685,GB-108_sample_English_20.txt_11408-11634,pandanus,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",FLORA
686,GB-108_sample_English_20.txt_11408-11634,screw pine,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",FLORA
687,GB-108_sample_English_20.txt_11408-11634,blooms of the clerodendrons,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",FLORA
688,GB-108_sample_English_20.txt_11408-11634,clerodendrons,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",FLORA
689,GB-108_sample_English_20.txt_11635-11825,rice,"Above the forests the hillsides had been terraced with immense labour into rice fields , which at this time of year were not yet planted out , but the fields of maize were already ripening .",FLORA
690,GB-108_sample_English_20.txt_11635-11825,maize,"Above the forests the hillsides had been terraced with immense labour into rice fields , which at this time of year were not yet planted out , but the fields of maize were already ripening .",FLORA
691,GB-108_sample_English_20.txt_11826-12046,roses,"At Kalimpong there was a large and comfortable Dak bungalow , surrounded by a well-kept garden full of roses and scarlet hibiscus with a beautiful and large-flowered mauve solanum growing up the pillars on the verandah .",FLORA
692,GB-108_sample_English_20.txt_11826-12046,scarlet hibiscus,"At Kalimpong there was a large and comfortable Dak bungalow , surrounded by a well-kept garden full of roses and scarlet hibiscus with a beautiful and large-flowered mauve solanum growing up the pillars on the verandah .",FLORA
693,GB-108_sample_English_20.txt_11826-12046,mauve solanum,"At Kalimpong there was a large and comfortable Dak bungalow , surrounded by a well-kept garden full of roses and scarlet hibiscus with a beautiful and large-flowered mauve solanum growing up the pillars on the verandah .",FLORA
694,GB-108_sample_English_20.txt_12169-12340,roses on the crest of the hill,They live in a very pretty house embowered in roses on the crest of the hill and commanding lovely views over the Teesta Valley and up to the snowy peaks of Kanchenjunga .,FLORA
695,GB-108_sample_English_20.txt_13223-13558,bird,"He told me that an old Tibetan Lama , who knew Mount Everest well , had described it as `` Miti guti cha-phu long-nga , '' `` the mountain visible from all directions , and where a bird becomes blind if it flies so high . '' Throughout our journey across Sikkim the weather was very bad , with heavy falls of rain every day and night .",FAUNA
696,GB-108_sample_English_20.txt_13722-14104,gardens,"The march to Pedong was an easy one of 14 miles with a gentle climb of 3,000 feet followed by a descent of 2,000 feet past gardens beautiful with their great trees of scarlet hibiscus , daturas and bougainvilleas , which grew with wonderful luxuriance in this climate where frost is almost unknown in winter and where in summer the temperature scarcely ever exceeds 85° Fahrenheit .",FLORA
697,GB-108_sample_English_20.txt_13722-14104,scarlet hibiscus,"The march to Pedong was an easy one of 14 miles with a gentle climb of 3,000 feet followed by a descent of 2,000 feet past gardens beautiful with their great trees of scarlet hibiscus , daturas and bougainvilleas , which grew with wonderful luxuriance in this climate where frost is almost unknown in winter and where in summer the temperature scarcely ever exceeds 85° Fahrenheit .",FLORA
698,GB-108_sample_English_20.txt_13722-14104,daturas,"The march to Pedong was an easy one of 14 miles with a gentle climb of 3,000 feet followed by a descent of 2,000 feet past gardens beautiful with their great trees of scarlet hibiscus , daturas and bougainvilleas , which grew with wonderful luxuriance in this climate where frost is almost unknown in winter and where in summer the temperature scarcely ever exceeds 85° Fahrenheit .",FLORA
699,GB-108_sample_English_20.txt_13722-14104,bougainvilleas,"The march to Pedong was an easy one of 14 miles with a gentle climb of 3,000 feet followed by a descent of 2,000 feet past gardens beautiful with their great trees of scarlet hibiscus , daturas and bougainvilleas , which grew with wonderful luxuriance in this climate where frost is almost unknown in winter and where in summer the temperature scarcely ever exceeds 85° Fahrenheit .",FLORA
700,GB-108_sample_English_20.txt_14105-14326,datura hedges,We passed some of the most wonderful datura hedges that I have ever seen with trees 15 feet to 20 feet in height and laden with hundreds of enormous white trumpet-shaped blooms 8 inches in diameter and fully a foot long .,FLORA
701,GB-108_sample_English_20.txt_14105-14326,blooms,We passed some of the most wonderful datura hedges that I have ever seen with trees 15 feet to 20 feet in height and laden with hundreds of enormous white trumpet-shaped blooms 8 inches in diameter and fully a foot long .,FLORA
702,GB-108_sample_English_20.txt_14359-14477,flowers,At night these great white flowers glowed as though with phosphorescence in the dark and had a strangely sweet smell .,FLORA
703,GB-108_sample_English_20.txt_14604-14659,mules,Our mules were now beginning to give us great trouble .,FAUNA
704,GB-108_sample_English_20.txt_14660-14779,Several,Several had to be left behind after each march and fresh animals had to be hired locally to replace those left behind .,FAUNA
705,GB-108_sample_English_20.txt_14660-14779,animals,Several had to be left behind after each march and fresh animals had to be hired locally to replace those left behind .,FAUNA
706,GB-108_sample_English_20.txt_14780-14902,daturas,"At Pedong there were more wonderful daturas , and all along the next march we kept passing grand bushes of these flowers .",FLORA
707,GB-108_sample_English_20.txt_14780-14902,flowers,"At Pedong there were more wonderful daturas , and all along the next march we kept passing grand bushes of these flowers .",FLORA
708,GB-108_sample_English_20.txt_15262-15355,mules,The poor mules were very tired by the end of the march and one had died of colic on the way .,FAUNA
709,GB-108_sample_English_20.txt_15433-15622,plants,"On the way Wollaston and I stopped at Rhenock to have a look at the Chandra Nursery kept by Tulsi Dass , where there were many interesting plants , chiefly collected in the Sikkim forests .",FLORA
710,GB-108_sample_English_20.txt_15623-15831,tree,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
711,GB-108_sample_English_20.txt_15623-15831,white flower,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
712,GB-108_sample_English_20.txt_15623-15831,Chilauni,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
713,GB-108_sample_English_20.txt_15623-15831,mulberry,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
714,GB-108_sample_English_20.txt_15623-15831,walnut,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
715,GB-108_sample_English_20.txt_15623-15831,toon trees .,"There was a tree growing everywhere in the forests with a white flower which Sikkim people called Chilauni , and all along the paths the Sikkim durbar had been busy planting mulberry , walnut and toon trees .",FLORA
716,GB-108_sample_English_20.txt_15832-15944,ground plant,There was a curious pink ground plant that grew in the forests which I was told belonged to the Amomum species .,FLORA
717,GB-108_sample_English_20.txt_15832-15944,the Amomum species,There was a curious pink ground plant that grew in the forests which I was told belonged to the Amomum species .,FLORA
718,GB-108_sample_English_20.txt_15945-16136,orchids,"There were also beautiful orchids in the trees , mauve , white and yellow , belonging to the Dendrobium , Coelogene and Cymbidium families -- some with fine sprays of flowers 18 inches long .",FLORA
719,GB-108_sample_English_20.txt_15945-16136,trees,"There were also beautiful orchids in the trees , mauve , white and yellow , belonging to the Dendrobium , Coelogene and Cymbidium families -- some with fine sprays of flowers 18 inches long .",FLORA
720,GB-108_sample_English_20.txt_15945-16136,Dendrobium,"There were also beautiful orchids in the trees , mauve , white and yellow , belonging to the Dendrobium , Coelogene and Cymbidium families -- some with fine sprays of flowers 18 inches long .",FLORA
721,GB-108_sample_English_20.txt_15945-16136,Coelogene,"There were also beautiful orchids in the trees , mauve , white and yellow , belonging to the Dendrobium , Coelogene and Cymbidium families -- some with fine sprays of flowers 18 inches long .",FLORA
722,GB-108_sample_English_20.txt_15945-16136,Cymbidium families,"There were also beautiful orchids in the trees , mauve , white and yellow , belonging to the Dendrobium , Coelogene and Cymbidium families -- some with fine sprays of flowers 18 inches long .",FLORA
723,GB-108_sample_English_20.txt_16137-16252,mules,Here at Rongli the mules were so tired that we had to give them a day 's rest before they could go on any further .,FAUNA
724,GB-108_sample_English_20.txt_16253-16447,mules,"It was a hot and feverish spot to stop in , and only necessity compelled us to do so , as we were unable to get any extra transport the following morning to supplement the mules that were sick .",FAUNA
725,GB-108_sample_English_20.txt_16448-16672,mules,"All that day we had passed numbers of mules coming down from Tibet laden with bales of wool , and others were returning to Tibet with sheets of copper , manufactured goods , grain and rice which had been bought in exchange .",FAUNA
726,GB-108_sample_English_20.txt_16448-16672,grain and rice,"All that day we had passed numbers of mules coming down from Tibet laden with bales of wool , and others were returning to Tibet with sheets of copper , manufactured goods , grain and rice which had been bought in exchange .",FLORA
727,GB-108_sample_English_20.txt_16820-16978,mules,"The mules travelled on their own -- if any mule stopped on the path , a stone always aimed with the greatest accuracy reminded him that it was time to go on .",FAUNA
728,GB-108_sample_English_20.txt_16820-16978,mule,"The mules travelled on their own -- if any mule stopped on the path , a stone always aimed with the greatest accuracy reminded him that it was time to go on .",FAUNA
729,GB-108_sample_English_20.txt_17130-17260,their mules,"I rode up to see how they were getting on , and found they were having the same trouble with their mules that we had been having .",FAUNA
730,GB-108_sample_English_20.txt_17337-17444,`` Sedong '' tree,"Sedongchen is the old local name , so-called because there once grew there a very large `` Sedong '' tree .",FLORA
731,GB-108_sample_English_20.txt_17445-17536,tree,This is a tree that has a white sap which irritates the skin intensely and sets up a rash .,FLORA
732,GB-108_sample_English_20.txt_17537-17698,our mules,"Sedongchen was only 9 miles from Rongli , but there was a very steep climb , from 2,700 feet up to 7,000 feet , and our mules only just managed to arrive there .",FAUNA
733,GB-108_sample_English_20.txt_17699-17825,tropical vegetation,"The first part of the way is alongside the rushing stream of the Rongli , through lovely woods and dense tropical vegetation .",FLORA
734,GB-108_sample_English_20.txt_17826-17982,Caladiums,"Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .",FLORA
735,GB-108_sample_English_20.txt_17826-17982,kolocasias,"Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .",FLORA
736,GB-108_sample_English_20.txt_17826-17982,begonias,"Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .",FLORA
737,GB-108_sample_English_20.txt_17826-17982,giant pothos,"Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .",FLORA
738,GB-108_sample_English_20.txt_17826-17982,trees,"Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .",FLORA
739,GB-108_sample_English_20.txt_17983-18064,Climbers,"Climbers of all kinds , such as vines and peppers , hung down from the branches .",FLORA
740,GB-108_sample_English_20.txt_17983-18064,vines,"Climbers of all kinds , such as vines and peppers , hung down from the branches .",FLORA
741,GB-108_sample_English_20.txt_17983-18064,peppers,"Climbers of all kinds , such as vines and peppers , hung down from the branches .",FLORA
742,GB-108_sample_English_20.txt_17983-18064,branches,"Climbers of all kinds , such as vines and peppers , hung down from the branches .",FLORA
743,GB-108_sample_English_20.txt_18065-18340,forest trees,"Here , too , were magnificent forest trees , fully 150 feet high , with clean straight trunks and without a branch for a hundred feet ; others nearly equally tall , which the Sikkim people call `` Panisage , '' had huge buttresses and trunks nearly 40 feet in circumference .",FLORA
744,GB-108_sample_English_20.txt_18065-18340,others,"Here , too , were magnificent forest trees , fully 150 feet high , with clean straight trunks and without a branch for a hundred feet ; others nearly equally tall , which the Sikkim people call `` Panisage , '' had huge buttresses and trunks nearly 40 feet in circumference .",FLORA
745,GB-108_sample_English_20.txt_18065-18340,Panisage,"Here , too , were magnificent forest trees , fully 150 feet high , with clean straight trunks and without a branch for a hundred feet ; others nearly equally tall , which the Sikkim people call `` Panisage , '' had huge buttresses and trunks nearly 40 feet in circumference .",FLORA
746,GB-108_sample_English_20.txt_18341-18406,orchids,Every branch here was covered by thick matted growth of orchids .,FLORA
747,GB-108_sample_English_20.txt_18407-18533,Darjeeling,"For the first time since leaving Darjeeling the sun shone , and after we left the forests we found the uphill climb very hot .",FLORA
748,GB-108_sample_English_20.txt_18534-18760,mules,"On to-day 's march , out of the fifty mules with which we started there were only fourteen carrying our own kit , and of those fourteen we found on arrival at Sedongchen that none would be fit to proceed on the following day .",FAUNA
