source_file,text,_sentence_text,annotation
GB-58_sample_English_19.txt,"with Nature's inimitable skill and infinite variety , all that is grandest","On the contrary , from an early hour in the morning until long past noon , there is a continuous unfolding of scenes in which are combined , with Nature's inimitable skill and infinite variety , all that is grandest in mountain , all that is most graceful in woodland and stream .",5
GB-58_sample_English_19.txt,all that is most graceful,"On the contrary , from an early hour in the morning until long past noon , there is a continuous unfolding of scenes in which are combined , with Nature's inimitable skill and infinite variety , all that is grandest in mountain , all that is most graceful in woodland and stream .",5
GB-58_sample_English_19.txt,So evenly distributed are the beauties,"So evenly distributed are the beauties of this long stretch of river scenery , that it is not easy to single out particular points as calling for special notice .",4
GB-58_sample_English_19.txt,magnificent,"The first , one mile east of Cabinet , where the river , which has been flowing for some distance considerably below the level of the railroad , enters a magnificent rocky gorge ; and the other , about the same distance east of Clark 's Fork , where it flows , without a ripple , through a forest of stately pines , whose forms are , with singular fidelity , reflected in its clear and tranquil waters .",4
GB-58_sample_English_19.txt,stately,"The first , one mile east of Cabinet , where the river , which has been flowing for some distance considerably below the level of the railroad , enters a magnificent rocky gorge ; and the other , about the same distance east of Clark 's Fork , where it flows , without a ripple , through a forest of stately pines , whose forms are , with singular fidelity , reflected in its clear and tranquil waters .",4
GB-58_sample_English_19.txt,its clear and tranquil waters,"The first , one mile east of Cabinet , where the river , which has been flowing for some distance considerably below the level of the railroad , enters a magnificent rocky gorge ; and the other , about the same distance east of Clark 's Fork , where it flows , without a ripple , through a forest of stately pines , whose forms are , with singular fidelity , reflected in its clear and tranquil waters .",4
GB-58_sample_English_19.txt,lovely,"Soon it is lost to view , but only to reappear , after a short interval , in the form of the lovely LAKE PEND D'OREILLE .",4
GB-58_sample_English_19.txt,will certainly yield to none in the beauty and variety of its scenery,"One of the largest sheets of fresh water in the West , Lake Pend d'Oreille will certainly yield to none in the beauty and variety of its scenery .",4
GB-58_sample_English_19.txt,richly diversified,"Fifty-five miles in extreme length , and from three to twelve miles in width , it has an irregular shore line of probably 250 miles , richly diversified with rock and foliage , and surmounted by lofty ranges of hills .",4
GB-58_sample_English_19.txt,lofty,"Fifty-five miles in extreme length , and from three to twelve miles in width , it has an irregular shore line of probably 250 miles , richly diversified with rock and foliage , and surmounted by lofty ranges of hills .",4
GB-58_sample_English_19.txt,more convenient halting place,Such accommodations as have hitherto been available to the visitor have been provided by respectable residents of Sand Point ; but for the season of 1886 arrangements will be made that will constitute Hope the more convenient halting place .,4
GB-58_sample_English_19.txt,"it must , nevertheless , be pronounced superb","While the view from the car windows is not to be compared with the scenery at the southern end of the lake , it must , nevertheless , be pronounced superb .",5
GB-58_sample_English_19.txt,break soothingly,"In the immediate foreground , the green waters break soothingly upon a pebbly beach , or fall in crested waves .",4
GB-58_sample_English_19.txt,luxuriant,"On the right and left recede into distance the deeply indented shores , here clothed with luxuriant forests , there bare and precipitous .",4
GB-58_sample_English_19.txt,bare and precipitous,"On the right and left recede into distance the deeply indented shores , here clothed with luxuriant forests , there bare and precipitous .",2
GB-58_sample_English_19.txt,the great purple range,"Yonder , nineteen miles away , is Granite Point , rising perpendicularly from the water 724 feet , with Granite Mountain behind it , towering 5,300 feet above the level of the lake , itself surmounted by the snowy peaks of Pack Saddle Mountain , and they , in turn , by the great purple range of the C [ oe ] ur d'Alènes .",4
GB-58_sample_English_19.txt,loftier,"It is , however , if possible , even finer , the mountains being loftier , and the forests more luxuriant , than those inclosing the hitherto unrivaled lake in Northern New York .",4
GB-58_sample_English_19.txt,more luxuriant,"It is , however , if possible , even finer , the mountains being loftier , and the forests more luxuriant , than those inclosing the hitherto unrivaled lake in Northern New York .",4
GB-58_sample_English_19.txt,unrivaled,"It is , however , if possible , even finer , the mountains being loftier , and the forests more luxuriant , than those inclosing the hitherto unrivaled lake in Northern New York .",4
GB-58_sample_English_19.txt,such an abundance of large game,"Nowhere , probably , in the United States , is there such an abundance of large game as in the forests of Northwestern Montana and Northern Idaho .",4
GB-58_sample_English_19.txt,plentiful,"Of winged game , geese , ducks and partridge are plentiful , and they may be shot at any season of the year .",4
GB-58_sample_English_19.txt,The true sportsman will immensely enjoy an excursion,"Various applications have been made to the Northern Pacific Railroad Company , by local hunters , for special rates for the shipment of game East ; but the Company has steadfastly refused to encourage the wholesale destruction of game for commercial purposes , preferring that it should be reserved for legitimate sport . [ Illustration : LAKE PEND D'OREILLE , IDAHO . ] The true sportsman will immensely enjoy an excursion into the Kootenai country .",4
GB-58_sample_English_19.txt,fine,"That the waters of Clark 's Fork and Lake Pend d'Oreille are full of fine fish of many varieties , is established by overwhelming testimony .",4
GB-58_sample_English_19.txt,but of comparatively little value for the table,"The `` squaw fish '' is said to be gamey , but of comparatively little value for the table .",2
GB-58_sample_English_19.txt,said to be so abundant as to be thought nothing of,"At Heron , which , by the way , is a divisional terminus of the railroad , with a first-class hotel operated in connection with the dining car department , trout is said to be so abundant as to be thought nothing of ; `` grayling , '' sometimes reaching ten pounds in weight , are almost as plentiful ; and it is said to be no uncommon thing to see them jumping out of the water , pursued by large whitefish .",2
GB-58_sample_English_19.txt,the best in the world,"From about the middle of August until the snow flies , the trout fishing is `` the best in the world . '' There is also a fish resembling the herring , found in one part of the lake in immense shoals .",5
GB-58_sample_English_19.txt,little that is interesting or picturesque,"Soon after leaving Lake Pend d'Oreille , the line enters a dense forest containing few settlements , and little that is interesting or picturesque , beyond the beautiful Lake Cocolala , a long but narrow sheet of water on the north side of the track .",2
GB-58_sample_English_19.txt,beautiful,"Soon after leaving Lake Pend d'Oreille , the line enters a dense forest containing few settlements , and little that is interesting or picturesque , beyond the beautiful Lake Cocolala , a long but narrow sheet of water on the north side of the track .",4
GB-58_sample_English_19.txt,in the beauty of its waters and the grandeur,"This lake even rivals , in the beauty of its waters and the grandeur of its mountain scenery , its more accessible neighbor , Lake Pend d'Oreille , while its conveniences for boating and fishing are equally good .",4
GB-58_sample_English_19.txt,while its conveniences for boating and fishing are equally good,"This lake even rivals , in the beauty of its waters and the grandeur of its mountain scenery , its more accessible neighbor , Lake Pend d'Oreille , while its conveniences for boating and fishing are equally good .",4
GB-58_sample_English_19.txt,great,"At the station of Idaho Line , the train enters the Territory of Washington , pursuing its way in a southwesterly direction across the great Spokane Plain .",4
GB-58_sample_English_19.txt,"bright and busy little city , charmingly situated on the Spokane river","A short run , and we are at Spokane Falls , a bright and busy little city , charmingly situated on the Spokane river , near the celebrated falls from which it takes its name .",4
GB-58_sample_English_19.txt,celebrated,"A short run , and we are at Spokane Falls , a bright and busy little city , charmingly situated on the Spokane river , near the celebrated falls from which it takes its name .",4
GB-58_sample_English_19.txt,beautiful pine-clad,"Built upon a gravelly plateau , sloping gently toward the river , overlooked by beautiful pine-clad hills , and with lofty mountain ranges in the far distance , Spokane Falls can not but produce a favorable impression upon the passing traveler .",4
GB-58_sample_English_19.txt,lofty,"Built upon a gravelly plateau , sloping gently toward the river , overlooked by beautiful pine-clad hills , and with lofty mountain ranges in the far distance , Spokane Falls can not but produce a favorable impression upon the passing traveler .",4
GB-58_sample_English_19.txt,can not but produce a favorable impression upon the passing traveler,"Built upon a gravelly plateau , sloping gently toward the river , overlooked by beautiful pine-clad hills , and with lofty mountain ranges in the far distance , Spokane Falls can not but produce a favorable impression upon the passing traveler .",4
GB-58_sample_English_19.txt,chief natural attraction,"Its falls , which are its chief natural attraction , and will be the secret of the great commercial and manufacturing importance that undoubtedly awaits it , are situated on the north side of the town .",4
GB-58_sample_English_19.txt,will be the secret of the great commercial and manufacturing importance that undoubtedly awaits it,"Its falls , which are its chief natural attraction , and will be the secret of the great commercial and manufacturing importance that undoubtedly awaits it , are situated on the north side of the town .",4
GB-29_sample_English_19.txt,my limbs were numbed with cold,"The night was quite frosty , and when I awoke in the morning , my limbs were numbed with cold .",2
GB-29_sample_English_19.txt,kind,"I felt that he was in good hands , and that his kind Californian nurse and her husband would do all that they could for him .",4
GB-29_sample_English_19.txt,kind treatment of my poor friend,Their kind treatment of my poor friend offered a striking contrast to the callous selfishness around .,4
GB-29_sample_English_19.txt,the callous selfishness around,Their kind treatment of my poor friend offered a striking contrast to the callous selfishness around .,2
GB-29_sample_English_19.txt,carried off as much of it as they could lay their hands on,"Open attempts at robbery were rare ; it was in the stealthy night time that thieves prowled about , and , entering the little tents , occupied by not more than perhaps a couple of miners , neither of whom , in all probability , felt inclined to keep a weary watch over their golden treasure , carried off as much of it as they could lay their hands on .",2
GB-29_sample_English_19.txt,go about in rags,"Clothing of any description is hardly to be had at any price , and the majority of the miners go about in rags .",2
GB-29_sample_English_19.txt,ragged,"I saw a group of ragged gold-diggers , the greater part of them suffering from fever , paying this exorbitant price for glass after glass of the fiery spirit , every drop of which they consumed was only aggravating their illness , and , in all probability , bringing them one step nearer to their grave .",2
GB-29_sample_English_19.txt,big bony,"The big bony American , who treated Lacosse and the trapper in such a peremptory manner , and who seemed to be the terror of these diggings , was pointed out to me .",4
GB-29_sample_English_19.txt,who seemed to be the terror of these diggings,"The big bony American , who treated Lacosse and the trapper in such a peremptory manner , and who seemed to be the terror of these diggings , was pointed out to me .",2
GB-29_sample_English_19.txt,common,"The men he had shot , it seems , were common thieves -- one , a deserter from the garrison at Monterey , and the other belonging to a similar band of robbers to that by which our party had been attacked , and our gold carried off .",2
GB-29_sample_English_19.txt,by which our party had been attacked,"The men he had shot , it seems , were common thieves -- one , a deserter from the garrison at Monterey , and the other belonging to a similar band of robbers to that by which our party had been attacked , and our gold carried off .",2
GB-29_sample_English_19.txt,found it like the most crowded localities of some of our great cities,"I reached Sutter 's Fort the next day , and found it like the most crowded localities of some of our great cities , with the exception that the bulk of the people we met with belonged to a totally different race .",4
GB-29_sample_English_19.txt,well known to many a poor ranchero whom he had plundered of the dollars produced by the sale of his hides,"They had constant tidings of them all along the route , as El Capitan was too well known to many a poor ranchero whom he had plundered of the dollars produced by the sale of his hides , while on his journey home from the sea-coast .",2
GB-29_sample_English_19.txt,poor,"They had constant tidings of them all along the route , as El Capitan was too well known to many a poor ranchero whom he had plundered of the dollars produced by the sale of his hides , while on his journey home from the sea-coast .",2
GB-29_sample_English_19.txt,fresh,"We obtained fresh horses from Sweeting , and set off in gallant style , determined to shorten the distance by hard riding .",4
GB-29_sample_English_19.txt,who was then under arrest,"Don Luis and myself , after having dispatched Lacosse to communicate this intelligence to Bradley and McPhail , sought an interview with Colonel Mason , and , on informing him of the robbery and the circumstances attending it , received from him an order to see the soldier who was then under arrest .",2
GB-29_sample_English_19.txt,civilized,"The following morning we fell in with some civilized Indians , who informed us , in answer to our inquiries , that a party of three whites passed along the trail the evening before last , and that they would have encamped not far from this spot .",4
GB-29_sample_English_19.txt,poor,"This is , to make predatory excursions across the mountains , and to drive off a large herd of tame horses , belonging to some poor ranchero , at a time ; these they slaughter , and subsist on as long as the flesh lasts , when they set out again on a similar expedition .",2
GB-29_sample_English_19.txt,their shrill whistle was continually being heard,"Large herds of elk were frequently started , and during the whole day their shrill whistle was continually being heard .",2
GB-29_sample_English_19.txt,worn out by the journey,"I felt disposed , as far as I was myself concerned , to give over the pursuit , as my horse was already worn out by the journey ; but my companions would not listen to it , and determined , at any rate , to see what would result from following it up briskly during the next day .",2
GB-22_sample_IAA_19_English.txt,pale reddish tint,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",2
GB-22_sample_IAA_19_English.txt,pale reddish tint,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",2
GB-22_sample_IAA_19_English.txt,united together,"Author: Charles Darwin
Title: Journal of Researches The Voyage Of The Beagle
Two of these are shown above united together .",3
GB-22_sample_IAA_19_English.txt,united into a perfect little sphere,"The pulpy matter of the internal coating suddenly grouped itself into lines , some of which assumed a form radiating from a common centre ; it then continued , with an irregular and rapid movement , to contract itself , so that in the course of a second the whole was united into a perfect little sphere , which occupied the position of the septum at one end of the now quite hollow case .",4
GB-22_sample_IAA_19_English.txt,a pale reddish tint,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",3
GB-22_sample_IAA_19_English.txt,minute,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",3
GB-22_sample_IAA_19_English.txt,darting about,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",3
GB-22_sample_IAA_19_English.txt,often exploding,"Some of the water placed in a glass was of a pale reddish tint ; and , examined under a microscope , was seen to swarm with minute animalcula darting about , and often exploding .",3
GB-22_sample_IAA_19_English.txt,burst,"It was , however , very difficult to examine them with care , for almost the instant motion ceased , even while crossing the field of vision , their bodies burst .",1
GB-108_sample_English_20.txt,less troublesome to manage,"Wollaston
Language: English
They were also less troublesome to manage and could carry heavy loads at great heights .",4
GB-108_sample_English_20.txt,could carry heavy loads at great heights,"Wollaston
Language: English
They were also less troublesome to manage and could carry heavy loads at great heights .",4
GB-108_sample_English_20.txt,"had all to be fitted with boots and very difficult this sometimes proved to be , as often their feet were almost as broad as they were long","These coolies had all to be fitted with boots and very difficult this sometimes proved to be , as often their feet were almost as broad as they were long .",2
GB-108_sample_English_20.txt,young,"Gyalzen Kazi , who came from Gangtok in Sikkim , where he was a Kazi and landowner , was a young and ambitious man who knew the Tibetan language well and was well read in their sacred writings and scriptures .",4
GB-108_sample_English_20.txt,ambitious,"Gyalzen Kazi , who came from Gangtok in Sikkim , where he was a Kazi and landowner , was a young and ambitious man who knew the Tibetan language well and was well read in their sacred writings and scriptures .",4
GB-108_sample_English_20.txt,knew the Tibetan language well and was well read in their sacred writings and scriptures,"Gyalzen Kazi , who came from Gangtok in Sikkim , where he was a Kazi and landowner , was a young and ambitious man who knew the Tibetan language well and was well read in their sacred writings and scriptures .",4
GB-108_sample_English_20.txt,most energetic,"He was a most energetic , hard-working man , knew all the Tibetan manners and customs , and was up to all their tricks of procrastination and attempts at overcharging .",5
GB-108_sample_English_20.txt,hard-working,"He was a most energetic , hard-working man , knew all the Tibetan manners and customs , and was up to all their tricks of procrastination and attempts at overcharging .",4
GB-108_sample_English_20.txt,knowledge and persuasive powers,By his knowledge and persuasive powers the Expedition was saved many thousand rupees .,4
GB-108_sample_English_20.txt,not in as fit a condition as he should have been,"Kellas had unfortunately in the early spring of this year tried his constitution very severely by climbing Narsing , [ 2 ] and he had also spent several nights at very low temperatures in camps over 20,000 feet , on the slopes of Kabru , [ 2 ] so that when he arrived at Darjeeling a few days before the Expedition was due to start , he was not in as fit a condition as he should have been .",2
GB-108_sample_English_20.txt,very keen climber himself,"Wheeler , the other Surveyor , was a member of the Canadian Alpine Club and a very keen climber himself .",5
GB-108_sample_English_20.txt,an expert in the Canadian system of Photo Survey,He was an expert in the Canadian system of Photo Survey -- a method especially useful and applicable to a difficult and mountainous country .,5
GB-108_sample_English_20.txt,difficult,He was an expert in the Canadian system of Photo Survey -- a method especially useful and applicable to a difficult and mountainous country .,2
GB-108_sample_English_20.txt,mountainous,He was an expert in the Canadian system of Photo Survey -- a method especially useful and applicable to a difficult and mountainous country .,2
GB-108_sample_English_20.txt,nothing was known,"Heron , of the Geological Survey of India , in order to study the geology of the country through which it was about to go , and about which nothing was known , and to investigate the problems which surround the age and the structure of the Himalayan range .",3
GB-108_sample_English_20.txt,a very distinguished traveller,"Wollaston , a member of the Alpine Club and a very distinguished traveller as well , who had made some most interesting journeys around Ruwenzori in Africa and in the interior of New Guinea .",5
GB-108_sample_English_20.txt,"the capacity of Doctor , Naturalist and Botanist","He accompanied the Expedition in the capacity of Doctor , Naturalist and Botanist , and was equipped with a complete collector 's outfit . [ 2 ] Narsing and Kabru are two high mountains in the North of Sikkim .",4
GB-108_sample_English_20.txt,high,"He accompanied the Expedition in the capacity of Doctor , Naturalist and Botanist , and was equipped with a complete collector 's outfit . [ 2 ] Narsing and Kabru are two high mountains in the North of Sikkim .",3
GB-108_sample_English_20.txt,a small circular one,"The course is a small circular one , where the top of the Lebong spur has been levelled , and only genuine Tibetan and Bhotia ponies are allowed to race there .",3
GB-108_sample_English_20.txt,only genuine Tibetan and Bhotia,"The course is a small circular one , where the top of the Lebong spur has been levelled , and only genuine Tibetan and Bhotia ponies are allowed to race there .",5
GB-108_sample_English_20.txt,up to every dodge and trick,"The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .",4
GB-108_sample_English_20.txt,anxious to get off first,"The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .",4
GB-108_sample_English_20.txt,very capable and energetic,"He was a very capable and energetic N.C.O. , and their subsequent failure was in no way due to him , but solely to the fact that the mules were in no kind of condition to do hard work in the hills , being sleek and fat from the plains where they had had very little work to do .",5
GB-108_sample_English_20.txt,were in no kind of condition to do hard work in the hills,"He was a very capable and energetic N.C.O. , and their subsequent failure was in no way due to him , but solely to the fact that the mules were in no kind of condition to do hard work in the hills , being sleek and fat from the plains where they had had very little work to do .",2
GB-108_sample_English_20.txt,being sleek and fat from the plains,"He was a very capable and energetic N.C.O. , and their subsequent failure was in no way due to him , but solely to the fact that the mules were in no kind of condition to do hard work in the hills , being sleek and fat from the plains where they had had very little work to do .",1
GB-108_sample_English_20.txt,picked out specially for us,"The muleteers , or drabies , were all hill-men and had been picked out specially for us and fitted out with every kind of warm clothing .",4
GB-108_sample_English_20.txt,fitted out with every kind of warm clothing,"The muleteers , or drabies , were all hill-men and had been picked out specially for us and fitted out with every kind of warm clothing .",4
GB-108_sample_English_20.txt,already knocked up,"I remained behind to see the second party off , and then by doing a double march I caught the first party up that evening at Kalimpong , not , however , without noticing on the way that several of our mules were already knocked up .",2
GB-108_sample_English_20.txt,came down in torrents,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",1
GB-108_sample_English_20.txt,stopped soon afterwards,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",4
GB-108_sample_English_20.txt,wreathed in soft grey mists,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",3
GB-108_sample_English_20.txt,soft,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",4
GB-108_sample_English_20.txt,grey,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",3
GB-108_sample_English_20.txt,moss-hung,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",4
GB-108_sample_English_20.txt,dripped steadily with moisture,"The night before we started rain came down in torrents , and it was still pouring when the mules came round in the morning , and though the rain stopped soon afterwards yet the hillsides were all wreathed in soft grey mists and every moss-hung branch and tree dripped steadily with moisture all day long .",4
GB-108_sample_English_20.txt,new,"From Darjeeling we gradually ascended some 500 feet to Ghoom and then for 6 miles followed the well-engineered cart road which leads below Senchal to the new military cantonment of Takda which is , I believe , about to be abandoned , as the Gurkhas , for whom it was built , are not at all happy there .",4
GB-108_sample_English_20.txt,about to be abandoned,"From Darjeeling we gradually ascended some 500 feet to Ghoom and then for 6 miles followed the well-engineered cart road which leads below Senchal to the new military cantonment of Takda which is , I believe , about to be abandoned , as the Gurkhas , for whom it was built , are not at all happy there .",2
GB-108_sample_English_20.txt,are not at all happy there,"From Darjeeling we gradually ascended some 500 feet to Ghoom and then for 6 miles followed the well-engineered cart road which leads below Senchal to the new military cantonment of Takda which is , I believe , about to be abandoned , as the Gurkhas , for whom it was built , are not at all happy there .",1
GB-108_sample_English_20.txt,German,During the war it was used as a German internment camp .,2
GB-108_sample_English_20.txt,magnificent,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",4
GB-108_sample_English_20.txt,covered with ferns and orchids and long trailing mosses,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",4
GB-108_sample_English_20.txt,long trailing,"Along this ridge there are magnificent forests of evergreen oaks , all of which were covered with ferns and orchids and long trailing mosses .",3
GB-108_sample_English_20.txt,neatly planted in lines,"The whole hillside was covered with tea bushes , neatly planted in lines , and showing a very vivid green at this time of the year .",4
GB-108_sample_English_20.txt,showing a very vivid green,"The whole hillside was covered with tea bushes , neatly planted in lines , and showing a very vivid green at this time of the year .",4
GB-108_sample_English_20.txt,tall,"Here and there grew tall tree ferns , 20 feet to 30 feet in height , their stems covered with ferns and Coelogene orchids .",3
GB-108_sample_English_20.txt,growing hotter and hotter,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",3
GB-108_sample_English_20.txt,wonderful and varied,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",4
GB-108_sample_English_20.txt,beautiful and brilliantly coloured,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",4
GB-108_sample_English_20.txt,famous,"The air was now growing hotter and hotter as we descended , but the wonderful and varied vegetation , the beautiful and brilliantly coloured butterflies -- for which the Teesta Valley is famous -- that flitted across the path in front of us , proved an irresistible attraction , and made us forget the fact that we were dripping with perspiration from every pore .",4
GB-108_sample_English_20.txt,muddy,"We were , however , still 2,000 feet above the muddy Teesta River which ran down below us in its steamy gorge , and the next morning saw us descending 2,000 feet through a Sal forest by a slippery path of clay leading to the suspension bridge which crosses the mighty river that with its affluents drains the whole of Sikkim .",3
GB-108_sample_English_20.txt,slippery,"We were , however , still 2,000 feet above the muddy Teesta River which ran down below us in its steamy gorge , and the next morning saw us descending 2,000 feet through a Sal forest by a slippery path of clay leading to the suspension bridge which crosses the mighty river that with its affluents drains the whole of Sikkim .",2
GB-108_sample_English_20.txt,mighty,"We were , however , still 2,000 feet above the muddy Teesta River which ran down below us in its steamy gorge , and the next morning saw us descending 2,000 feet through a Sal forest by a slippery path of clay leading to the suspension bridge which crosses the mighty river that with its affluents drains the whole of Sikkim .",4
GB-108_sample_English_20.txt,drains the whole of Sikkim,"We were , however , still 2,000 feet above the muddy Teesta River which ran down below us in its steamy gorge , and the next morning saw us descending 2,000 feet through a Sal forest by a slippery path of clay leading to the suspension bridge which crosses the mighty river that with its affluents drains the whole of Sikkim .",3
GB-108_sample_English_20.txt,It rushes along with irresistible force in mighty waves and rapids,"It rushes along with irresistible force in mighty waves and rapids , and though attempts have been made to float timber down it for commercial purposes , yet the current is too swift and the logs were all smashed to pieces .",4
GB-108_sample_English_20.txt,mighty,"It rushes along with irresistible force in mighty waves and rapids , and though attempts have been made to float timber down it for commercial purposes , yet the current is too swift and the logs were all smashed to pieces .",4
GB-108_sample_English_20.txt,too swift,"It rushes along with irresistible force in mighty waves and rapids , and though attempts have been made to float timber down it for commercial purposes , yet the current is too swift and the logs were all smashed to pieces .",2
GB-108_sample_English_20.txt,intense,Here at the bridge we were only 700 feet above the sea and the heat was intense .,2
GB-108_sample_English_20.txt,exhausted,"Several mules had been left exhausted at Peshoke and had been unable to proceed the following day and several more only just reached Kalimpong , the second day 's march , only 12 miles from Peshoke , but the climb of 3,300 feet up from the bridge over the Teesta in the steamy and enervating heat proved too much for them .",2
GB-108_sample_English_20.txt,unable to proceed,"Several mules had been left exhausted at Peshoke and had been unable to proceed the following day and several more only just reached Kalimpong , the second day 's march , only 12 miles from Peshoke , but the climb of 3,300 feet up from the bridge over the Teesta in the steamy and enervating heat proved too much for them .",2
GB-108_sample_English_20.txt,steamy and enervating,"Several mules had been left exhausted at Peshoke and had been unable to proceed the following day and several more only just reached Kalimpong , the second day 's march , only 12 miles from Peshoke , but the climb of 3,300 feet up from the bridge over the Teesta in the steamy and enervating heat proved too much for them .",2
GB-108_sample_English_20.txt,very beautiful,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",5
GB-108_sample_English_20.txt,huge,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",4
GB-108_sample_English_20.txt,giant,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",4
GB-108_sample_English_20.txt,abounded,"The forests here were very beautiful -- huge sal trees and giant terminalia abounded with weird and wonderful creepers embracing their stems , or hanging down from their branches .",4
GB-108_sample_English_20.txt,handsome,The handsome pothos -- the finest of the creepers -- grew everywhere .,4
GB-108_sample_English_20.txt,the finest of the creepers,The handsome pothos -- the finest of the creepers -- grew everywhere .,4
GB-108_sample_English_20.txt,curious,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",3
GB-108_sample_English_20.txt,long and picturesque fronds,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",4
GB-108_sample_English_20.txt,the dark green,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",3
GB-108_sample_English_20.txt,a brilliant patch of colour,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",5
GB-108_sample_English_20.txt,scarlet,"The curious pandanus or screw pine displayed its long and picturesque fronds , while here and there among the dark green of the tropical forest showed up as a brilliant patch of colour the scarlet blooms of the clerodendrons .",4
GB-108_sample_English_20.txt,terraced with immense labour,"Above the forests the hillsides had been terraced with immense labour into rice fields , which at this time of year were not yet planted out , but the fields of maize were already ripening .",1
GB-108_sample_English_20.txt,not yet planted out,"Above the forests the hillsides had been terraced with immense labour into rice fields , which at this time of year were not yet planted out , but the fields of maize were already ripening .",3
GB-108_sample_English_20.txt,already ripening,"Above the forests the hillsides had been terraced with immense labour into rice fields , which at this time of year were not yet planted out , but the fields of maize were already ripening .",4
GB-108_sample_English_20.txt,large and comfortable,"At Kalimpong there was a large and comfortable Dak bungalow , surrounded by a well-kept garden full of roses and scarlet hibiscus with a beautiful and large-flowered mauve solanum growing up the pillars on the verandah .",4
GB-108_sample_English_20.txt,well-kept,"At Kalimpong there was a large and comfortable Dak bungalow , surrounded by a well-kept garden full of roses and scarlet hibiscus with a beautiful and large-flowered mauve solanum growing up the pillars on the verandah .",4
