sentence,text,_sentence_text,aspect_cat
BHL_794_sample_Dutch_18.0.txt_5633-5949,AchilUa mil- lefolium,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Prunella vulgär is,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Carduus crispus,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Oenotherahieii- nis,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Rudbeckta triloba,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FAUNA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Fiola Canadenfts,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5633-5949,Genttana Saponaria,"SOS KANADA . aan , welken nog in bloei ftonden , en dezen waren de volgende : Verfcheiden ' foorcen van Afieres , witten en blauwen , de Solidagines , 't AchilUa mil- lefolium^ de Prunella vulgär is , de Carduus crispus , å & Oenotherahieii- nis , de Rudbeckta triloba , de Fiola Canadenfts , de Genttana Saponaria .",FLORA
BHL_794_sample_Dutch_18.0.txt_5950-6027,wyngaarden,"De wilde wyngaarden waren hier talrj ' k , en klommen boven op het geboomte .",FLORA
BHL_794_sample_Dutch_18.0.txt_5950-6027,geboomte,"De wilde wyngaarden waren hier talrj ' k , en klommen boven op het geboomte .",FLORA
BHL_794_sample_Dutch_18.0.txt_6187-6339,tuin,"Het antwoord was , dat zy die ver naar 't Noorden wonen noit iets planten , dewyl 'er van wegens de felle koude gene tuin- of veldvrugten voort willen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6187-6339,veldvrugten,"Het antwoord was , dat zy die ver naar 't Noorden wonen noit iets planten , dewyl 'er van wegens de felle koude gene tuin- of veldvrugten voort willen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6340-6553,vanbevers,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6340-6553,beren,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6340-6553,rendieren,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6340-6553,elanden,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6340-6553,hazen,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6340-6553,gevogelte,"Zy hebben geen brood , en eten niets het geen uit het plantcnryk genomen wordt , maar leven alleen van vleefch en vifch , voornamelyk vanbevers , beren , rendieren , elanden , hazen , gevogelte en allerlei vifch .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6554-6716,mais,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6554-6716,bonen,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6554-6716,kawoerden,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6554-6716,fquafhes,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6554-6716,watermeloenen,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6554-6716,meloenen,"Daarentegen planten die Wilden^ welken meer zuidwaards v^^onen , mais , verfcheiden foorten van wilde bonen , kawoerden , fquafhes , watermeloenen , en meloenen .",FLORA
BHL_794_sample_Dutch_18.0.txt_6794-6886,vrugtcn,Behal- ven dat eten zy verfcheiden foorten van vrugtcn die by hen in de bos- fchen groeyen .,FLORA
BHL_794_sample_Dutch_18.0.txt_6887-6953,dieren,Van vifch en het vleefch van wilde dieren maken zy groot gebruik .,FAUNA
BHL_794_sample_Dutch_18.0.txt_6954-7079,runderen,"Inzonderheid gevalt hun dat van wilde runderen , ree- bokken , herten , beren , bevers , en enige andere viervoetige dieren .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6954-7079,ree- bokken,"Inzonderheid gevalt hun dat van wilde runderen , ree- bokken , herten , beren , bevers , en enige andere viervoetige dieren .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6954-7079,herten,"Inzonderheid gevalt hun dat van wilde runderen , ree- bokken , herten , beren , bevers , en enige andere viervoetige dieren .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6954-7079,beren,"Inzonderheid gevalt hun dat van wilde runderen , ree- bokken , herten , beren , bevers , en enige andere viervoetige dieren .",FAUNA
BHL_794_sample_Dutch_18.0.txt_6954-7079,bevers,"Inzonderheid gevalt hun dat van wilde runderen , ree- bokken , herten , beren , bevers , en enige andere viervoetige dieren .",FAUNA
BHL_794_sample_Dutch_18.0.txt_7080-7237,Zizania aquatica,"Onder hunne lekkernyen behoort de Zizania aquatica , die de Fran- fchen Folk avotne noemen , welke overvloedig in hunne meren en zagtvlietende wateren waft .",FAUNA
BHL_794_sample_Dutch_18.0.txt_7080-7237,avotne,"Onder hunne lekkernyen behoort de Zizania aquatica , die de Fran- fchen Folk avotne noemen , welke overvloedig in hunne meren en zagtvlietende wateren waft .",FAUNA
BHL_794_sample_Dutch_18.0.txt_7373-7654,walnoten,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,kaflanjes,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,moerbezien,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,aci- mine,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,chinquapins,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,hazelnoten,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,perfiken,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,wilde pruimen,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,wilde druiven,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,braam,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,mispelen,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7373-7654,wortelen,"Ook hebben zy menigen goeden maal- tyd van velerlei foorten van walnoten , kaflanjes , moerbezien , aci- mine ( * ) , chinquapins ( `` j '' ) , hazelnoten , perfiken , wilde pruimen , wilde druiven , braam , mispelen , en andere vrugcen en wortelen , die men in de bolTchen vindt .",FLORA
BHL_794_sample_Dutch_18.0.txt_7655-7912,weit,"Aanmerkenswaardig is het dat de in de oude wereld gewone granen , als weit , rogge , garft , en zo ver- ders , voor de aankomfl der Europer s hier niet bekend gevveeft zyn , • en dat de Wilden , Ichoon zy de voordelen voor hunne ogen zien , die de E'iTope .",FLORA
BHL_794_sample_Dutch_18.0.txt_7655-7912,rogge,"Aanmerkenswaardig is het dat de in de oude wereld gewone granen , als weit , rogge , garft , en zo ver- ders , voor de aankomfl der Europer s hier niet bekend gevveeft zyn , • en dat de Wilden , Ichoon zy de voordelen voor hunne ogen zien , die de E'iTope .",FLORA
BHL_794_sample_Dutch_18.0.txt_7655-7912,garft,"Aanmerkenswaardig is het dat de in de oude wereld gewone granen , als weit , rogge , garft , en zo ver- ders , voor de aankomfl der Europer s hier niet bekend gevveeft zyn , • en dat de Wilden , Ichoon zy de voordelen voor hunne ogen zien , die de E'iTope .",FLORA
BHL_794_sample_Dutch_18.0.txt_8063-8140,Bevers,Bevers . ^^^ Bevers wordt 'er ene grote menigte in Noord Jmerika ge- vonden .,FAUNA
BHL_794_sample_Dutch_18.0.txt_8063-8140,Bevers,Bevers . ^^^ Bevers wordt 'er ene grote menigte in Noord Jmerika ge- vonden .,FAUNA
BHL_794_sample_Dutch_18.0.txt_8270-8317,Ze- ( * ) Anmna mtricata,Ze- ( * ) Anmna mtricata . ( t ) Fagus pumila .,FLORA
BHL_794_sample_Dutch_18.0.txt_8270-8317,Fagus pumila,Ze- ( * ) Anmna mtricata . ( t ) Fagus pumila .,FLORA
BHL_794_sample_Dutch_18.0.txt_9159-9329,bevers,"Oude menfchen in Kanada zeiden dat in hunne kindfchheid alle de ftromen vol van bevers en beverdammen waren , niet alleen rondom Montreal^ maar overal in de nabuurfchap .",FAUNA
BHL_794_sample_Dutch_18.0.txt_9428-9536,bevers,"Ik heb reeds aangemerkt , dat hoe meer noordwaards de bevers gevangen worden hunne vellen des te beter zyn .",FAUNA
BHL_794_sample_Dutch_18.0.txt_9537-9778,bevers,"Het vleefch der bevers wordt niet alleen van de IVtlden^ maar ook van de Europeanen ^ inzonderheid de Franfehen op hunne vaftendagen , veel gegeten , want de Koomfcben hebben , gelyk velen uit de Ouden ^ den bever onder de vifTchen gefield .",FAUNA
BHL_794_sample_Dutch_18.0.txt_9779-9902,bever,"Het vleefch wordt voor beter ge- houden als de bever meefl van gewaflèn geleefd , dan wanneer hy veel vifch gegeten heeft .",FAUNA
BHL_794_sample_Dutch_18.0.txt_9779-9902,vifch,"Het vleefch wordt voor beter ge- houden als de bever meefl van gewaflèn geleefd , dan wanneer hy veel vifch gegeten heeft .",FAUNA
BHL_794_sample_Dutch_18.0.txt_10949-11061,fparreboom,"'T is waar , men brouwt hier uit een ^y foort van fparreboom ( _ * ) een Bier , dat des zomers gedronken wordt .",FLORA
BHL_794_sample_Dutch_18.0.txt_11631-11748,appelbomen,"De een of da jinder , die veel appelbomen had deed wel enigen cyder perflèn , dog al- leen maar voor ene aardigheid .",FLORA
BHL_794_sample_Dutch_18.0.txt_12095-12291,paard,"Prys van De prys van verfcheiden dingen was thans gelyk ik ga opgeven , vol- verrchei- gens onderrigting die ik by de voomaamfte kooplieden ontvangen hek den din-ggn middelmatig paard kolïlte 40 .",FAUNA
BHL_794_sample_Dutch_18.0.txt_12292-12347,paard,"Francs en meer , een goed paard loo . ^'■ '' * Francs .",FAUNA
BHL_794_sample_Dutch_18.0.txt_12348-12378,koe,Een koe wei-d gekoft voor 50 .,FAUNA
BHL_794_sample_Dutch_18.0.txt_12379-12477,fchaap,"Francs ; dog voorheen had men 'er ene voor ic Ecus kunnen , kopen^ Een fchaap kortte nu 5. of 6 ..",FAUNA
BHL_794_sample_Dutch_18.0.txt_12488-12550,varken,"Een jarig varken , , van 150. tot 200. pond zwaar , gold 1 5 .",FAUNA
BHL_794_sample_Dutch_18.0.txt_12561-12644,varken,De Heer Couagne zeide dat hy by de fVtlden een varken van 400 .. pond- gezien had .,FAUNA
BHL_794_sample_Dutch_18.0.txt_12645-12672,hoen,Een hoen kortte 10. of ia .,FAUNA
BHL_794_sample_Dutch_18.0.txt_12673-12699,kalkoen,"Sols , en een kalkoen 20 .",FAUNA
BHL_794_sample_Dutch_18.0.txt_12700-12761,weit,"Een minot weit wierd voorheen voor een Ecu , dog nu voor 40 .",FLORA
BHL_794_sample_Dutch_18.0.txt_12777-12921,mais,"De mais had denzeken prys als de weit , vennits men 'er hier weinig van had , en zy door hen die onder de IVilden gingen reizen opgekoft wierd .",FLORA
BHL_794_sample_Dutch_18.0.txt_12777-12921,weit,"De mais had denzeken prys als de weit , vennits men 'er hier weinig van had , en zy door hen die onder de IVilden gingen reizen opgekoft wierd .",FLORA
BHL_794_sample_Dutch_18.0.txt_12922-12966,ha- ver,Een minot ha- ver kortte fomtyds 15. of 20 .,FLORA
BHL_794_sample_Dutch_18.0.txt_13011-13054,erwten,De erwten golden even zo veel als de weit .,FLORA
BHL_794_sample_Dutch_18.0.txt_13011-13054,weit,De erwten golden even zo veel als de weit .,FLORA
BHL_794_sample_Dutch_18.0.txt_13294-13373,watermeloen,Ene watermeloen kortte gemeenlyk 5 .. of 6. en als zy groot is van 15. tot 20 .,FLORA
BHL_794_sample_Dutch_18.0.txt_14395-14640,zaden,"September , na dat de regen was opgehouden , ging ik na Reisje den middag op reis naar de zuidweftelyke zyde van het eiland Montreal^ wcr liet om het land en de levenswys der menfchen daar te leren kennen , en vl '' ^ '' '^ zaden te vergaderen .",FLORA
BHL_794_sample_Dutch_18.0.txt_16352-16437,Ganzen,De wilde Ganzen en Enden begonnen thans in grote troepen naar het zuiden te trekken .,FAUNA
BHL_794_sample_Dutch_18.0.txt_16352-16437,Enden,De wilde Ganzen en Enden begonnen thans in grote troepen naar het zuiden te trekken .,FAUNA
BHL_794_sample_Dutch_18.0.txt_16474-16507,zaden,Oftober om zaden te verzamelen ..,FLORA
BHL_794_sample_Dutch_18.0.txt_16508-16619,bomen,De vorll van tuiïchen den i. en 2 Oftober had ene grote verande- ring aan vele bomen en gcwafTen veroorzaak : .,FLORA
BHL_794_sample_Dutch_18.0.txt_16508-16619,gcwafTen,De vorll van tuiïchen den i. en 2 Oftober had ene grote verande- ring aan vele bomen en gcwafTen veroorzaak : .,FLORA
BHL_794_sample_Dutch_18.0.txt_16620-16698,walnoocbomen,"Ds walnoocbomen . lie- C c 3 , te® ao6 KANADA . ten nu fterk hun blad vallen .",FLORA
BHL_794_sample_Dutch_18.0.txt_16699-16744,bladen der netels,De bladen der netels waren allen bevro- ren .,FLORA
BHL_794_sample_Dutch_18.0.txt_16745-16798,linden,Dat van de Amerikaanfche linden was zeer befchadigd .,FLORA
BHL_794_sample_Dutch_18.0.txt_16852-16925,beuken,"Dog de beuken , de ei- ken en de berken fchenen niets geleden te hebben .",FLORA
BHL_794_sample_Dutch_18.0.txt_16852-16925,ei- ken,"Dog de beuken , de ei- ken en de berken fchenen niets geleden te hebben .",FLORA
BHL_794_sample_Dutch_18.0.txt_16852-16925,berken,"Dog de beuken , de ei- ken en de berken fchenen niets geleden te hebben .",FLORA
BHL_794_sample_Dutch_18.0.txt_17100-17184,Oenothem biennis,Ds Oenothem biennis wies vry menigvuldig op de bofchagtige hoogtens en braaklanden .,FLORA
BHL_794_sample_Dutch_18.0.txt_17185-17307,plant,"Een oude Franfchman^ die my begeleide , meende dat deze plant niet genoeg geroemd kon worden om hare wond- helende kragc .",FLORA
BHL_794_sample_Dutch_18.0.txt_22667-22993,meel,"Dog naar de Franfche eilanden in de JVefi Indien zenden de Kooplieden van < ^ue- hec zelven fchepen met meel , weit , erwten , houtwaren , en dierge- lyken= De muren om Montreal werden , omtrent het jaar 1738 , op 's Konings kollen gebouwd , dog onder beding dat de flad den Koning van tyd tot tyd het geld terug betalen zou .",FLORA
BHL_794_sample_Dutch_18.0.txt_22667-22993,weit,"Dog naar de Franfche eilanden in de JVefi Indien zenden de Kooplieden van < ^ue- hec zelven fchepen met meel , weit , erwten , houtwaren , en dierge- lyken= De muren om Montreal werden , omtrent het jaar 1738 , op 's Konings kollen gebouwd , dog onder beding dat de flad den Koning van tyd tot tyd het geld terug betalen zou .",FLORA
BHL_794_sample_Dutch_18.0.txt_22667-22993,erwten,"Dog naar de Franfche eilanden in de JVefi Indien zenden de Kooplieden van < ^ue- hec zelven fchepen met meel , weit , erwten , houtwaren , en dierge- lyken= De muren om Montreal werden , omtrent het jaar 1738 , op 's Konings kollen gebouwd , dog onder beding dat de flad den Koning van tyd tot tyd het geld terug betalen zou .",FLORA
DBNL-53_sample_IAA_18.txt_202-528,denne hout,"Om vuur te maken , Hunne manier van vuur te maken . als het uitgegaan is , daartoe bedienen zy zich van het volgende middel , t welk noch eenigzins hunne schranderheid te kennen geeft , naamentlijk zy nemen een stuk droog denne hout , waarop zy een ander stuk hart hout wrijven , tot dat het door de sterke wrijving vuur vat .",FLORA
DBNL-53_sample_IAA_18.txt_202-528,hout,"Om vuur te maken , Hunne manier van vuur te maken . als het uitgegaan is , daartoe bedienen zy zich van het volgende middel , t welk noch eenigzins hunne schranderheid te kennen geeft , naamentlijk zy nemen een stuk droog denne hout , waarop zy een ander stuk hart hout wrijven , tot dat het door de sterke wrijving vuur vat .",FLORA
DBNL-53_sample_IAA_18.txt_202-528,denne hout,"Om vuur te maken , Hunne manier van vuur te maken . als het uitgegaan is , daartoe bedienen zy zich van het volgende middel , t welk noch eenigzins hunne schranderheid te kennen geeft , naamentlijk zy nemen een stuk droog denne hout , waarop zy een ander stuk hart hout wrijven , tot dat het door de sterke wrijving vuur vat .",FLORA
DBNL-53_sample_IAA_18.txt_202-528,hout,"Om vuur te maken , Hunne manier van vuur te maken . als het uitgegaan is , daartoe bedienen zy zich van het volgende middel , t welk noch eenigzins hunne schranderheid te kennen geeft , naamentlijk zy nemen een stuk droog denne hout , waarop zy een ander stuk hart hout wrijven , tot dat het door de sterke wrijving vuur vat .",FLORA
BHL_61_sample_Dutch_19.0.txt_18415-18641,dieren,"Vetb werkt overal met zijn instrumenten , Snelleman bestudeert de fauna , terwijl een jager allerlei dieren voor hem schiet , en ik houd mij bezig met het bijeen- brengen van voorwerpen die op de ethnologie betrekking hebben .",FAUNA
BHL_7_sample_Dutch_19.0.txt_53-336,goniadacanthiis,"Language: Dutch
M. violaceus Pf . ) voorkomen en eene ( Af . goniadacanthiis Lem . ) van onbekende afkomst is , slechts éénerlei soort van dorens voorkomt , maar bij alle andere soorten tweederlei , die men , haar de plaatsing in elke groep , als rand- en middendorens onderscheidt .",FLORA
BHL_7_sample_Dutch_19.0.txt_53-336,dorens,"Language: Dutch
M. violaceus Pf . ) voorkomen en eene ( Af . goniadacanthiis Lem . ) van onbekende afkomst is , slechts éénerlei soort van dorens voorkomt , maar bij alle andere soorten tweederlei , die men , haar de plaatsing in elke groep , als rand- en middendorens onderscheidt .",FLORA
BHL_7_sample_Dutch_19.0.txt_53-336,rand- en middendorens,"Language: Dutch
M. violaceus Pf . ) voorkomen en eene ( Af . goniadacanthiis Lem . ) van onbekende afkomst is , slechts éénerlei soort van dorens voorkomt , maar bij alle andere soorten tweederlei , die men , haar de plaatsing in elke groep , als rand- en middendorens onderscheidt .",FLORA
BHL_7_sample_Dutch_19.0.txt_337-442,dorens,Nu kunnen weder deze tweeërlei dorens weinig of meer van elkander N in zwaarte of in lengte verschillen .,FLORA
BHL_7_sample_Dutch_19.0.txt_443-642,middendorens,"Indien zij verschillen , kunnen de middendorens kleiner zijn , wat echter maar bij weinige soorten voorkomt ; of wel zij kunnen de randdorens meer of minder , soms zeer sterk in grootte overtreffen .",FLORA
BHL_7_sample_Dutch_19.0.txt_443-642,randdorens,"Indien zij verschillen , kunnen de middendorens kleiner zijn , wat echter maar bij weinige soorten voorkomt ; of wel zij kunnen de randdorens meer of minder , soms zeer sterk in grootte overtreffen .",FLORA
BHL_7_sample_Dutch_19.0.txt_643-740,middendorens,"Eindelijk levert het getal van beide , en vooral van de middendorens , een punt van verschil op .",FLORA
BHL_7_sample_Dutch_19.0.txt_883-1057,middendoorn,"Onder die soorten , welke maar één middendoorn bezitten , zijn een drietal soorten , ééne wederom uit Brazilië ( Af Ellemeltii Miq . ) en twee van onbekenden oorsprong ( Af .",FLORA
BHL_7_sample_Dutch_19.0.txt_1058-1188,middendoren,Brongniartii Miq . en Af . hystrix Parm . ) waarbij die middendoren aan de randdorens gelijk is of zelfs iets kleiner > dan deze .,FLORA
BHL_7_sample_Dutch_19.0.txt_1058-1188,randdorens,Brongniartii Miq . en Af . hystrix Parm . ) waarbij die middendoren aan de randdorens gelijk is of zelfs iets kleiner > dan deze .,FLORA
BHL_7_sample_Dutch_19.0.txt_1431-1469,M . dichro acanthus Miq.,"Thomas ( M . dichro acanthus Miq. , M.",FLORA
BHL_7_sample_Dutch_19.0.txt_1490-1538,M. atro-sanguineus H,Schlumbergirtnus Lem . en M. atro-sanguineus H .,FLORA
BHL_7_sample_Dutch_19.0.txt_1539-1720,doren,"B . ) hebben den centralen doren langer , in de laatstgenoemde soort zelfs van 3 cM . en meer . 4 Tot deze zelfde groep wordt ook een soort van Curaqao gerekend , M. spatangus H.B .",FLORA
BHL_7_sample_Dutch_19.0.txt_1539-1720,M. spatangus H.B,"B . ) hebben den centralen doren langer , in de laatstgenoemde soort zelfs van 3 cM . en meer . 4 Tot deze zelfde groep wordt ook een soort van Curaqao gerekend , M. spatangus H.B .",FAUNA
BHL_7_sample_Dutch_19.0.txt_1946-2236,middendorens,"Onder de soorten met twee ( zelden één ) middendorens behooren wederom twee ( M. obtusipetalus Lem . en curvispinus H.B . ) waarbij deze midden¬ dorens maar weinig krachtiger zijn dan de randdorens , tot het vasteland , de eerste tot Santa Fé in Columbië op 4000 m. , de andere tot Mexico .",FLORA
BHL_7_sample_Dutch_19.0.txt_1946-2236,obtusipetalus,"Onder de soorten met twee ( zelden één ) middendorens behooren wederom twee ( M. obtusipetalus Lem . en curvispinus H.B . ) waarbij deze midden¬ dorens maar weinig krachtiger zijn dan de randdorens , tot het vasteland , de eerste tot Santa Fé in Columbië op 4000 m. , de andere tot Mexico .",FLORA
BHL_7_sample_Dutch_19.0.txt_1946-2236,curvispinus H.B,"Onder de soorten met twee ( zelden één ) middendorens behooren wederom twee ( M. obtusipetalus Lem . en curvispinus H.B . ) waarbij deze midden¬ dorens maar weinig krachtiger zijn dan de randdorens , tot het vasteland , de eerste tot Santa Fé in Columbië op 4000 m. , de andere tot Mexico .",FLORA
BHL_7_sample_Dutch_19.0.txt_1946-2236,midden¬ dorens,"Onder de soorten met twee ( zelden één ) middendorens behooren wederom twee ( M. obtusipetalus Lem . en curvispinus H.B . ) waarbij deze midden¬ dorens maar weinig krachtiger zijn dan de randdorens , tot het vasteland , de eerste tot Santa Fé in Columbië op 4000 m. , de andere tot Mexico .",FLORA
BHL_7_sample_Dutch_19.0.txt_1946-2236,randdorens,"Onder de soorten met twee ( zelden één ) middendorens behooren wederom twee ( M. obtusipetalus Lem . en curvispinus H.B . ) waarbij deze midden¬ dorens maar weinig krachtiger zijn dan de randdorens , tot het vasteland , de eerste tot Santa Fé in Columbië op 4000 m. , de andere tot Mexico .",FLORA
